事件名,caseIdE,重要判例,決定日時,西暦,元号,選挙名,選挙日時,院,原審,原審日時,原審結果,最大較差,投票価値の平等,法廷,判決時長官裁判長,多数意見,反対意見,補足意見,意見,違憲状態累積,違憲状態,違憲累積,違憲,違憲無効,違憲無効だが当選,合憲状態,その他,裁判官数,裁判官Id,裁判官名,裁判官名E,裁判官投票,裁判官投票,投票カテゴリー,裁判官投票方向,投票方向ダミー,現職,性別,所属法廷,長官,出身地,出身地分類,生年月日,司法修習期,任期始期,任期終期,長官任期,任命内閣,任命政党,出身大学,大学分類,出身,裁判官経験,弁護士経験,検察経験,外交官経験,官僚経験,学者経験,民間経験,ねじれ,注目度年,注目度,内閣支持率(%),内閣支持率,不支持率(%),不支持率,与党支持率(%),与党支持率
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,116,河合伸一,Shinichi Kawai,反対意見,違憲,3,違憲,1,0,1,2,0,兵庫,2,1932/6/11,9,1994/7/25,2002/6/10,,村山富一,自社さ,京都大学法学部,2,弁護士,0,1,0,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,117,遠藤光男,Mitsuo Endo,反対意見,違憲,3,違憲,1,0,1,1,0,東京,1,1930/9/13,7,1995/2/13,2000/9/12,,村山富一,自社さ,法政大学法学部,3,弁護士,0,1,0,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,119,福田博,Hiroshi Fukuda,反対意見,違憲,3,違憲,1,0,1,2,0,東京,1,1935/8/2,,1995/9/4,2005/8/1,,村山富一,自社さ,東京大学法学部,1,官僚,0,0,0,1,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,122,元原利文,Toshifumi Motohara,反対意見,違憲,3,違憲,1,0,1,3,0,兵庫,2,1931/4/22,7,1997/9/8,2001/4/21,,橋本龍太郎,自民党,京都大学法学部,2,弁護士,0,1,0,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,128,梶谷玄,Gen Kajitani,反対意見,違憲,3,違憲,1,0,1,2,0,東京,1,1935/1/15,11,1999/4/21,2005/1/14,,小渕恵三,自民党,東京大学法学部,1,弁護士,0,1,0,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,121,山口繁,Shigeru Yamaguchi,多数意見,合憲,1,合憲,0,0,1,3,1,兵庫,2,1932/11/4,9,1997/3/10,2002/11/3,1997/10/31,橋本龍太郎,自民党,京都大学法学部,2,裁判官,1,0,0,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,108,小野幹雄,Moto Ono,多数意見,合憲,1,合憲,0,0,1,1,0,宮崎,3,1930/3/16,7,1992/2/13,2000/3/15,,宮沢喜一,自民党,中央大学法学部,3,裁判官,1,0,0,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,112,千種秀夫,Hideo Chikusa,多数意見,合憲,1,合憲,0,0,1,3,0,兵庫,2,1932/2/21,7,1993/9/13,2002/2/20,,細川護熙,七党一会派,東京大学法学部,1,裁判官,1,0,0,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,118,井嶋一友,Kazutomo Ijima,多数意見,合憲,1,合憲,0,0,1,1,0,京都,2,1932/10/7,11,1995/8/11,2002/10/6,,村山富一,自社さ,京都大学法学部,2,検察官,0,0,1,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,120,藤井正雄,Masao Fujii,多数意見,合憲,1,合憲,0,0,1,1,0,岡山,2,1932/11/7,9,1995/11/7,2002/11/6,,村山富一,自社さ,京都大学法学部,2,裁判官,1,0,0,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,124,金谷利廣,Toshihiro Kanatani,多数意見,合憲,1,合憲,0,0,1,3,0,大阪,2,1935/5/17,12,1997/10/31,2005/5/16,,橋本龍太郎,自民党,京都大学法学部,2,裁判官,1,0,0,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,125,北川弘治,Hiroharu Kitagawa,多数意見,合憲,1,合憲,0,0,1,2,0,愛知,2,1934/12/27,11,1998/9/10,2004/12/26,,小渕恵三,自民党,名古屋大学法学部,2,裁判官,1,0,0,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,126,亀山継夫,Tsugio Kameyama,多数意見,合憲,1,合憲,0,0,1,2,0,東京,1,1934/2/26,10,1998/12/4,2004/2/25,,小渕恵三,自民党,東京大学法学部,1,検察官,0,1,1,0,0,0,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)35号,1999(Gyo-Tsu)35,0,1999/11/10,1999,平成11年,第41回衆議院議員総選挙,1996/10/20,衆議院,東京高等裁判所,1998/10/9,合憲,2.32,合憲,大法廷,山口繁,9,5,0,0,5,0,5,5,0,0,9,0,14,127,奥田昌道,Masamichi Okuda,多数意見,合憲,1,合憲,0,0,1,3,0,東京,1,1932/9/28,,1999/4/1,2002/9/27,,小渕恵三,自民党,京都大学法学部,2,大学教授,0,0,0,0,0,1,0,0,11,6,41,0.41,36,0.36,25,0.25
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,116,河合伸一,Shinichi Kawai,反対意見,違憲,3,違憲,1,0,1,2,0,兵庫,2,1932/6/11,9,1994/7/25,2002/6/10,,村山富一,自社さ,京都大学法学部,2,弁護士,0,1,0,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,117,遠藤光男,Mitsuo Endo,反対意見,違憲,3,違憲,1,0,1,1,0,東京,1,1930/9/13,7,1995/2/13,2000/9/12,,村山富一,自社さ,法政大学法学部,3,弁護士,0,1,0,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,119,福田博,Hiroshi Fukuda,反対意見,違憲,3,違憲,1,0,1,2,0,東京,1,1935/8/2,,1995/9/4,2005/8/1,,村山富一,自社さ,東京大学法学部,1,外交官,0,0,0,1,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,122,元原利文,Toshifumi Motohara,反対意見,違憲,3,違憲,1,0,1,3,0,兵庫,2,1931/4/22,7,1997/9/8,2001/4/21,,橋本龍太郎,自民党,京都大学法学部,2,弁護士,0,1,0,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,128,梶谷玄,Gen Kajitani,反対意見,違憲,3,違憲,1,0,1,2,0,東京,1,1935/1/15,11,1999/4/21,2005/1/14,,小渕恵三,自民党,東京大学法学部,1,弁護士,0,1,0,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,121,山口繁,Shigeru Yamaguchi,多数意見,合憲,1,合憲,0,0,1,3,1,兵庫,2,1932/11/4,9,1997/3/10,2002/11/3,1997/10/31,橋本龍太郎,自民党,京都大学法学部,2,裁判官,1,0,0,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,112,千種秀夫,Hideo Chikusa,多数意見,合憲,1,合憲,0,0,1,3,0,兵庫,2,1932/2/21,7,1993/9/13,2002/2/20,,細川護熙,七党一会派,東京大学法学部,1,裁判官,1,0,0,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,118,井嶋一友,Kazutomo Ijima,多数意見,合憲,1,合憲,0,0,1,1,0,京都,2,1932/10/7,11,1995/8/11,2002/10/6,,村山富一,自社さ,京都大学法学部,2,検察官,0,0,1,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,120,藤井正雄,Masao Fujii,多数意見,合憲,1,合憲,0,0,1,1,0,岡山,2,1932/11/7,9,1995/11/7,2002/11/6,,村山富一,自社さ,京都大学法学部,2,裁判官,1,0,0,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,123,大出峻郎,Takao Ode,多数意見,合憲,1,合憲,0,0,1,1,0,群馬,3,1932/9/1,,1997/9/24,2001/12/19,,橋本龍太郎,自民党,東京大学法学部,1,官僚,0,0,0,0,1,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,124,金谷利廣,Toshihiro Kanatani,多数意見,合憲,1,合憲,0,0,1,3,0,大阪,2,1935/5/17,12,1997/10/31,2005/5/16,,橋本龍太郎,自民党,京都大学法学部,2,裁判官,1,0,0,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,125,北川弘治,Hiroharu Kitagawa,多数意見,合憲,1,合憲,0,0,1,2,0,愛知,2,1934/12/27,11,1998/9/10,2004/12/26,,小渕恵三,自民党,名古屋大学法学部,2,裁判官,1,0,0,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,126,亀山継夫,Tsugio Kameyama,多数意見,合憲,1,合憲,0,0,1,2,0,東京,1,1934/2/26,10,1998/12/4,2004/2/25,,小渕恵三,自民党,東京大学法学部,1,検察官,0,1,1,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,127,奥田昌道,Masamichi Okuda,多数意見,合憲,1,合憲,0,0,1,3,0,東京,1,1932/9/28,,1999/4/1,2002/9/27,,小渕恵三,自民党,京都大学法学部,2,大学教授,0,0,0,0,0,1,0,0,26,12,21,0.21,56,0.56,28,0.28
平成11(行ツ)241号,1999(Gyo-Tsu)241,1,2000/9/6,2000,平成12年,第18回参議院議員通常選挙,1998/7/12,参議院,東京高等裁判所,1999/6/29,合憲,4.98,合憲,大法廷,山口繁,10,5,0,0,5,0,5,5,0,0,10,0,15,129,町田顯,Akira Machida,多数意見,合憲,1,合憲,0,0,1,1,1,山口,3,1936/10/16,13,2000/3/22,2006/10/15,2002/11/6,小渕恵三,自民党,東京大学法学部,1,裁判官,1,0,0,0,0,0,0,0,26,12,21,0.21,56,0.56,28,0.28
平成13(行ツ)223号,2001(Gyo-Tsu)223,1,2001/12/18,2001,平成13年,第42回衆議院議員総選挙,2000/6/25,衆議院,東京高等裁判所,2001/4/25,合憲,2.47,合憲,第3小法廷,山口繁,3,1,0,0,1,0,1,1,0,0,3,0,4,131,濱田邦夫,Kunio Hamada,反対意見,違憲,3,違憲,1,0,1,3,0,東京,1,1936/5/24,14,2001/5/1,2006/5/23,,小泉純一郎,自民党,東京大学法学部,1,弁護士,0,1,0,0,0,0,0,0,36,9,72,0.72,17,0.17,39,0.39
平成13(行ツ)223号,2001(Gyo-Tsu)223,1,2001/12/18,2001,平成13年,第42回衆議院議員総選挙,2000/6/25,衆議院,東京高等裁判所,2001/4/25,合憲,2.47,合憲,第3小法廷,山口繁,3,1,0,0,1,0,1,1,0,0,3,0,4,124,金谷利廣,Toshihiro Kanatani,多数意見,合憲,1,合憲,0,0,1,3,0,大阪,2,1935/5/17,12,1997/10/31,2005/5/16,,橋本龍太郎,自民党,京都大学法学部,2,裁判官,1,0,0,0,0,0,0,0,36,9,72,0.72,17,0.17,39,0.39
平成13(行ツ)223号,2001(Gyo-Tsu)223,1,2001/12/18,2001,平成13年,第42回衆議院議員総選挙,2000/6/25,衆議院,東京高等裁判所,2001/4/25,合憲,2.47,合憲,第3小法廷,山口繁,3,1,0,0,1,0,1,1,0,0,3,0,4,112,千種秀夫,Hideo Chikusa,多数意見,合憲,1,合憲,0,0,1,3,0,兵庫,2,1932/2/21,7,1993/9/13,2002/2/20,,細川護熙,七党一会派,東京大学法学部,1,裁判官,1,0,0,0,0,0,0,0,36,9,72,0.72,17,0.17,39,0.39
平成13(行ツ)223号,2001(Gyo-Tsu)223,1,2001/12/18,2001,平成13年,第42回衆議院議員総選挙,2000/6/25,衆議院,東京高等裁判所,2001/4/25,合憲,2.47,合憲,第3小法廷,山口繁,3,1,0,0,1,0,1,1,0,0,3,0,4,127,奥田昌道,Masamichi Okuda,多数意見,合憲,1,合憲,0,0,1,3,0,東京,1,1932/9/28,,1999/4/1,2002/9/27,,小渕恵三,自民党,京都大学法学部,2,大学教授,0,0,0,0,0,1,0,0,36,9,72,0.72,17,0.17,39,0.39
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,129,町田顯,Akira Machida,補足意見,合憲,1,合憲,0,0,1,1,1,山口,3,1936/10/16,13,2000/3/22,2006/10/15,2002/11/6,小渕恵三,自民党,東京大学法学部,1,裁判官,1,0,0,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,124,金谷利廣,Toshihiro Kanatani,補足意見,合憲,1,合憲,0,0,1,3,0,大阪,2,1935/5/17,12,1997/10/31,2005/5/16,,橋本龍太郎,自民党,京都大学法学部,2,裁判官,1,0,0,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,125,北川弘治,Hiroharu Kitagawa,補足意見,合憲,1,合憲,0,0,1,2,0,愛知,2,1934/12/27,11,1998/9/10,2004/12/26,,小渕恵三,自民党,名古屋大学法学部,2,裁判官,1,0,0,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,126,亀山継夫,Tsugio Kameyama,補足意見,合憲,1,合憲,0,0,1,2,0,東京,1,1934/2/26,10,1998/12/4,2004/2/25,,小渕恵三,自民党,東京大学法学部,1,検察官,0,1,1,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,132,横尾和子,Kazuko Yoko,補足意見,合憲,1,合憲,0,0,0,1,0,東京,1,1941/4/14,,2001/12/19,2008/9/11,,小泉純一郎,自民党,国際基督教大学教養学部,3,官僚,0,0,0,0,1,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,133,上田豊三,Toyozo Ueda,補足意見,合憲,1,合憲,0,0,1,3,0,熊本,2,1937/5/23,15,2002/2/21,2007/5/22,,小泉純一郎,自民党,東京大学法学部,1,裁判官,1,0,0,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,135,藤田宙靖,Tokiyasu Fujita,補足意見,合憲,1,合憲,0,0,1,3,0,東京,1,1940/4/6,,2002/9/30,2010/4/5,,小泉純一郎,自民党,東京大学法学部,1,大学教授,0,0,0,0,0,1,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,136,甲斐中辰夫,Tatsuo Kainaka,補足意見,合憲,1,合憲,0,0,1,1,0,兵庫,2,1940/1/2,18,2002/10/7,2010/1/1,,小泉純一郎,自民党,中央大学法学部,3,検察官,0,0,1,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,138,島田仁郎,Niro Shimada,補足意見,合憲,1,合憲,0,0,1,1,1,東京,1,1938/11/22,16,2002/11/7,2008/11/21,2006/10/16,小泉純一郎,自民党,東京大学法学部,1,裁判官,1,0,0,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,119,福田博,Hiroshi Fukuda,反対意見,違憲,3,違憲,1,0,1,2,0,東京,1,1935/8/2,,1995/9/4,2005/8/1,,村山富一,自社さ,東京大学法学部,1,外交官,0,0,0,1,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,128,梶谷玄,Gen Kajitani,反対意見,違憲,3,違憲,1,0,1,2,0,東京,1,1935/1/15,11,1999/4/21,2005/1/14,,小渕恵三,自民党,東京大学法学部,1,弁護士,0,1,0,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,130,深澤武久,Takehisa Fukazawa,反対意見,違憲無効,4,違憲,1,0,1,1,0,静岡,2,1934/1/5,13,2000/9/14,2004/1/4,,森喜朗,自民党,中央大学法学部,3,弁護士,0,1,0,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,131,濱田邦夫,Kunio Hamada,反対意見,違憲,3,違憲,1,0,1,3,0,東京,1,1936/5/24,14,2001/5/1,2006/5/23,,小泉純一郎,自民党,東京大学法学部,1,弁護士,0,1,0,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,134,滝井繁男,Shigeo Takii,反対意見,違憲,3,違憲,1,0,1,2,0,京都,2,1936/10/31,15,2002/6/11,2006/10/30,,小泉純一郎,自民党,京都大学法学部,2,弁護士,0,1,0,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成15(行ツ)24号,2003(Gyo-Tsu)24,1,2004/1/14,2004,平成16年,第19回参議院議員通常選挙,2001/7/29,参議院,東京高等裁判所,2002/10/30,合憲,5.06,合憲,大法廷,町田顕,0,6,9,0,6,0,6,5,1,0,9,0,15,137,泉德治,Tokuji Izumi,反対意見,違憲,3,違憲,1,0,1,1,0,福井,3,1939/1/25,15,2002/11/6,2009/1/24,,小泉純一郎,自民党,京都大学法学部,2,裁判官,1,0,0,0,0,0,0,0,13,8,43,0.43,38,0.38,32,0.32
平成17(行ツ)247号,2005(Gyo-Tsu)247,1,2006/10/4,2006,平成18年,第20回参議院議員通常選挙,2004/7/11,参議院,東京高等裁判所,2005/5/18,合憲,5.13,合憲,大法廷,町田顕,5,5,5,0,5,0,5,5,0,0,10,0,15,135,藤田宙靖,Tokiyasu Fujita,補足意見,合憲,1,合憲,0,0,1,3,0,東京,1,1940/4/6,,2002/9/30,2010/4/5,,小泉純一郎,自民党,東京大学法学部,1,大学教授,0,0,0,0,0,1,0,0,26,7,63,0.63,18,0.18,42,0.42
平成17(行ツ)247号,2005(Gyo-Tsu)247,1,2006/10/4,2006,平成18年,第20回参議院議員通常選挙,2004/7/11,参議院,東京高等裁判所,2005/5/18,合憲,5.13,合憲,大法廷,町田顕,5,5,5,0,5,0,5,5,0,0,10,0,15,136,甲斐中辰夫,Tatsuo Kainaka,補足意見,合憲,1,合憲,0,0,1,1,0,兵庫,2,1940/1/2,18,2002/10/7,2010/1/1,,小泉純一郎,自民党,中央大学法学部,3,検察官,0,0,1,0,0,0,0,0,26,7,63,0.63,18,0.18,42,0.42
